"기준년월일","요일","시간대","발신지_시도","발신지_시군구","발신지_읍면동","통화건수"
"20170501","월","00","부산광역시","강서구","신호동","5"
"20170501","월","00","부산광역시","금정구","구서동","5"
"20170501","월","00","부산광역시","금정구","부곡동","6"
"20170501","월","00","부산광역시","기장군","기장읍","5"
"20170501","월","00","부산광역시","기장군","일광면","5"
"20170501","월","00","부산광역시","기장군","장안읍","5"
"20170501","월","00","부산광역시","기장군","정관면","6"
"20170501","월","00","부산광역시","남구","대연동","5"
"20170501","월","00","부산광역시","남구","문현동","5"
"20170501","월","00","부산광역시","동구","범일동","5"
"20170501","월","00","부산광역시","동래구","안락동","7"
"20170501","월","00","부산광역시","동래구","온천동","8"
"20170501","월","00","부산광역시","부산진구","당감동","5"
"20170501","월","00","부산광역시","부산진구","범천동","5"
"20170501","월","00","부산광역시","부산진구","부암동","13"
"20170501","월","00","부산광역시","부산진구","부전동","5"
"20170501","월","00","부산광역시","부산진구","초읍동","5"
"20170501","월","00","부산광역시","북구","구포동","7"
"20170501","월","00","부산광역시","사상구","괘법동","5"
"20170501","월","00","부산광역시","사상구","주례동","5"
"20170501","월","00","부산광역시","사상구","학장동","5"
"20170501","월","00","부산광역시","사하구","감천동","5"
"20170501","월","00","부산광역시","사하구","신평동","6"
"20170501","월","00","부산광역시","서구","동대신동3가","5"
"20170501","월","00","부산광역시","서구","부민동1가","6"
"20170501","월","00","부산광역시","수영구","광안동","13"
"20170501","월","00","부산광역시","수영구","남천동","5"
"20170501","월","00","부산광역시","수영구","민락동","5"
"20170501","월","00","부산광역시","연제구","거제동","5"
"20170501","월","00","부산광역시","연제구","연산동","12"
"20170501","월","00","부산광역시","영도구","동삼동","5"
"20170501","월","00","부산광역시","영도구","영선동3가","5"
"20170501","월","00","부산광역시","해운대구","반여동","5"
"20170501","월","00","부산광역시","해운대구","우동","9"
"20170501","월","00","부산광역시","해운대구","재송동","5"
"20170501","월","00","부산광역시","해운대구","좌동","13"
"20170501","월","00","부산광역시","해운대구","중동","5"
"20170501","월","00","부산광역시","해운대구","반송동","5"
"20170501","월","01","부산광역시","강서구","대저1동","5"
"20170501","월","01","부산광역시","강서구","명지동","5"
"20170501","월","01","부산광역시","강서구","신호동","5"
"20170501","월","01","부산광역시","강서구","대저2동","5"
"20170501","월","01","부산광역시","금정구","부곡동","5"
"20170501","월","01","부산광역시","기장군","기장읍","5"
"20170501","월","01","부산광역시","기장군","정관면","5"
"20170501","월","01","부산광역시","남구","대연동","5"
"20170501","월","01","부산광역시","동구","범일동","5"
"20170501","월","01","부산광역시","동구","수정동","5"
"20170501","월","01","부산광역시","동래구","사직동","5"
"20170501","월","01","부산광역시","동래구","안락동","5"
"20170501","월","01","부산광역시","동래구","온천동","5"
"20170501","월","01","부산광역시","부산진구","부전동","5"
"20170501","월","01","부산광역시","부산진구","부암동","8"
